
[00:00:00.000 --> 00:00:07.480]   [MUSIC PLAYING]
[00:39:46.880 --> 00:39:48.960]   And so it's the one that's used pretty much
[00:39:48.960 --> 00:39:51.200]   in all kind of consumer cameras or so.
[00:39:51.200 --> 00:39:53.800]   But we'll talk about this a little bit later in the lecture.
[00:39:53.800 --> 00:40:00.160]   Very conceptually, to give you some intuition,
[00:40:00.160 --> 00:40:03.960]   do a little bit of how a CCD camera works.
[00:40:03.960 --> 00:40:06.400]   CCD stands for charge couple devices.
[00:40:06.400 --> 00:40:10.720]   And so, imagine that's your, you know,
[00:40:10.720 --> 00:40:12.840]   behind your lens, this is your sensor,
[00:40:12.840 --> 00:40:14.560]   and you have like raindrops falling,
[00:40:14.560 --> 00:40:15.960]   and you know, let's say the image would be
[00:40:15.960 --> 00:40:17.520]   that in some areas there's a lot more rain
[00:40:17.520 --> 00:40:19.240]   than in others and so on.
[00:40:19.240 --> 00:40:23.080]   And so buckets will be filled in different amounts.
[00:40:23.080 --> 00:40:27.800]   And then essentially those buckets to be read out,
[00:40:27.800 --> 00:40:29.760]   they'll actually be moved over here,
[00:40:29.760 --> 00:40:33.960]   fill one of those, so essentially they'll move all one motion
[00:40:33.960 --> 00:40:37.200]   this way, this will empty this one in here.
[00:40:37.200 --> 00:40:41.120]   And then once that happens, this whole line moves this way,
[00:40:41.120 --> 00:40:45.680]   one by one you will have this bucket, but in here,
[00:40:45.680 --> 00:40:48.280]   you measure, so there's a measurement unit,
[00:40:48.280 --> 00:40:50.240]   you measure this is the analog digital conversion,
[00:40:50.240 --> 00:40:52.360]   right, the model they for.
[00:40:52.360 --> 00:40:54.560]   And so you read the whole line out,
[00:40:54.560 --> 00:40:56.680]   you have all the numbers now for that line,
[00:40:56.680 --> 00:40:58.840]   and then you move all of those one more line,
[00:40:58.840 --> 00:41:01.120]   so you copy one more line from the image area
[00:41:01.120 --> 00:41:04.760]   to this line here to read out, and you digitize, et cetera.
[00:41:04.760 --> 00:41:07.600]   So every time you move line by line,
[00:41:07.600 --> 00:41:09.320]   you can already imagine that while you do that,
[00:41:09.320 --> 00:41:11.720]   it keeps raining, so this is actually an issue
[00:41:11.720 --> 00:41:14.600]   that we'll see later is that this can perturb images
[00:41:14.600 --> 00:41:15.440]   a little bit.
[00:41:15.440 --> 00:41:21.280]   So image area can be quite large, not that large in here,
[00:41:21.280 --> 00:41:23.880]   but in digital cameras, they can actually be really
[00:41:23.880 --> 00:41:25.760]   physically this kind of size.
[00:41:25.760 --> 00:41:33.640]   So it's really electric charges that you get in these buckets,
[00:41:33.640 --> 00:41:36.280]   and the charges are essentially really proportional,
[00:41:36.280 --> 00:41:37.800]   and by that I really mean proportional,
[00:41:37.800 --> 00:41:41.040]   so it's actually a linear response.
[00:41:41.040 --> 00:41:44.320]   So for if you have three times as much light,
[00:41:44.320 --> 00:41:47.640]   you will have three times as many electrons popping up
[00:41:47.640 --> 00:41:48.840]   in those buckets.
[00:41:48.840 --> 00:41:54.760]   And then you convert them, so let's say here,
[00:41:54.760 --> 00:41:57.240]   the example is go like this, you go to the
[00:41:57.240 --> 00:42:00.480]   analog digital conversion, this is then the translation
[00:42:00.480 --> 00:42:05.320]   from the electrons to actual digital numbers,
[00:42:05.320 --> 00:42:07.600]   then you read the next one in, oops, sorry,
[00:42:07.600 --> 00:42:10.880]   you read the next one in here, you shift through further,
[00:42:10.880 --> 00:42:12.200]   you read the next one, et cetera,
[00:42:12.200 --> 00:42:14.480]   and that's the way you build up the image.
[00:42:14.480 --> 00:42:19.840]   They can be fixed here that are problematic,
[00:42:19.840 --> 00:42:22.600]   so for example, if you have something that's really
[00:42:22.600 --> 00:42:24.800]   many, many times brighter than one you can actually
[00:42:24.800 --> 00:42:29.800]   contain in a single bucket, you will tend to get
[00:42:29.800 --> 00:42:33.120]   these tricks here because of the fact that this is
[00:42:33.120 --> 00:42:37.240]   set up in a way that you can actually, with current,
[00:42:37.240 --> 00:42:39.920]   you can actually move from one bucket to the other,
[00:42:39.920 --> 00:42:42.520]   it means that they're not fully isolated between
[00:42:42.520 --> 00:42:44.920]   the different sensing elements, because they actually
[00:42:44.920 --> 00:42:47.840]   have to be able to move things from one to the next
[00:42:47.840 --> 00:42:50.160]   to measure it, it means that you have the risk to
[00:42:50.160 --> 00:42:53.240]   if you have a really strong saturation in one location,
[00:42:53.240 --> 00:42:55.560]   and way too many electrons there that they just flood
[00:42:55.560 --> 00:42:58.680]   over everything and the whole, but the whole vertical line.
[00:42:58.680 --> 00:43:00.680]   If you see this, it means that the electrons actually
[00:43:00.680 --> 00:43:03.800]   transferred in the vertical direction, right?
[00:43:03.800 --> 00:43:05.760]   It tells you something about the orientation of your
[00:43:05.760 --> 00:43:07.440]   sensor, in a sense.
[00:43:07.440 --> 00:43:14.600]   You can also have some of these bleeding and smearing,
[00:43:14.600 --> 00:43:19.600]   which would come from the fact that you keep measuring,
[00:43:19.600 --> 00:43:22.520]   so if you have in particular very short exposure times,
[00:43:22.520 --> 00:43:27.280]   so that in the end, the time it takes to read out
[00:43:27.280 --> 00:43:30.520]   the image, which is kind of a fixed time that it takes
[00:43:30.520 --> 00:43:33.920]   to shift through the whole image, that that time is about
[00:43:33.920 --> 00:43:36.520]   of the same order as the time you actually
[00:43:36.520 --> 00:43:39.840]   exposed your image, then that kind of, you know,
[00:43:39.840 --> 00:43:42.760]   think of the rain there, you expose a little bit for it
[00:43:42.760 --> 00:43:44.840]   to get some rain, and then while you move through,
[00:43:44.840 --> 00:43:46.840]   it takes about the same amount of time, so you're gonna have
[00:43:46.840 --> 00:43:48.800]   still the same amount of rain that still falls through
[00:43:48.800 --> 00:43:51.600]   in the wrong buckets, because you are actually moving out
[00:43:51.600 --> 00:43:53.640]   and shifting through those buckets.
[00:43:53.640 --> 00:43:56.360]   That's kind of these lines that you see here,
[00:43:56.360 --> 00:43:59.040]   this brighter, I don't know how much contrast there is,
[00:43:59.040 --> 00:44:01.160]   but you see like brighter stuff over here,
[00:44:01.160 --> 00:44:03.280]   this is due to this type of issues.
[00:44:03.280 --> 00:44:07.520]   Here's something like dark current.
[00:44:07.520 --> 00:44:14.440]   The sensors, they also actually based on temperature,
[00:44:14.440 --> 00:44:20.560]   they will actually generate by themselves without any light,
[00:44:20.560 --> 00:44:23.360]   they will generate some electrons, okay?
[00:44:23.360 --> 00:44:25.040]   And this can actually evolve over time,
[00:44:25.040 --> 00:44:27.680]   so this is here from a satellite, I think,
[00:44:27.680 --> 00:44:30.760]   nine years apart, initially it was like this,
[00:44:30.760 --> 00:44:34.160]   after a long time, it was actually had more of this problem,
[00:44:34.160 --> 00:44:37.760]   and so this resulted in degraded capability
[00:44:37.760 --> 00:44:42.760]   to take high quality images for this satellite here over time.
[00:44:42.760 --> 00:44:51.640]   So the dark current is in CCDs,
[00:44:51.640 --> 00:44:54.200]   it's thermally generated charges,
[00:44:54.200 --> 00:44:56.760]   they give non-zero output, even in darkness,
[00:44:57.760 --> 00:45:01.760]   so this is dark current, and it also is not,
[00:45:01.760 --> 00:45:08.280]   okay, it's not perfectly deterministic.
[00:45:08.280 --> 00:45:11.920]   So maybe just to wrap up before the break,
[00:45:11.920 --> 00:45:15.760]   any idea, any suggestions how we can essentially
[00:45:15.760 --> 00:45:17.400]   reduce this dark current?
[00:45:17.400 --> 00:45:20.360]   Sorry?
[00:45:20.360 --> 00:45:23.080]   What do you mean by that?
[00:45:24.360 --> 00:45:29.360]   Maybe compress the image and then try to decompress it again?
[00:45:29.360 --> 00:45:34.240]   That's not gonna do too much about it.
[00:45:34.240 --> 00:45:36.080]   You had a--
[00:45:36.080 --> 00:45:37.080]   - The camera?
[00:45:37.080 --> 00:45:38.400]   - Sorry?
[00:45:38.400 --> 00:45:40.520]   Cool down the camera, yes, so you read
[00:45:40.520 --> 00:45:42.160]   that it was thermally generated, so yes,
[00:45:42.160 --> 00:45:44.400]   so the cooler it is, the less you will have from it,
[00:45:44.400 --> 00:45:46.040]   and the warmer it is, the worse,
[00:45:46.040 --> 00:45:49.240]   so that's a very good point, yes?
[00:45:49.240 --> 00:45:51.480]   - Professional thing, like if it's less than,
[00:45:51.480 --> 00:45:53.600]   maybe say five electrons, probably,
[00:45:53.600 --> 00:45:55.120]   maybe you have to ignore it, or do you mean
[00:45:55.120 --> 00:45:56.040]   for pressure to--
[00:45:56.040 --> 00:45:59.480]   - Maybe, I mean, yes, but that also means
[00:45:59.480 --> 00:46:02.040]   that then small signals you will also fail to register,
[00:46:02.040 --> 00:46:06.560]   so it's not great, same thing, okay?
[00:46:06.560 --> 00:46:09.920]   So one other thing that can be done is actually,
[00:46:09.920 --> 00:46:14.040]   so it's partially, it fluked to it randomly,
[00:46:14.040 --> 00:46:16.960]   but it's not fully random, right, so it still has,
[00:46:16.960 --> 00:46:21.280]   so therefore, what people are doing is they were taking
[00:46:21.280 --> 00:46:23.560]   dark images, so they would actually close the camera,
[00:46:23.560 --> 00:46:27.040]   make sure there's no light coming in, and take a picture,
[00:46:27.040 --> 00:46:30.320]   and then they could actually subtract that picture,
[00:46:30.320 --> 00:46:32.520]   or they could take a few of those, average those,
[00:46:32.520 --> 00:46:34.840]   and so get an average, so it fluked to it,
[00:46:34.840 --> 00:46:37.040]   but it still fluked to it around some values,
[00:46:37.040 --> 00:46:39.480]   and so they could take a dark image,
[00:46:39.480 --> 00:46:41.400]   and essentially subtract that from every image,
[00:46:41.400 --> 00:46:42.640]   and that's also a way to cope with it,
[00:46:42.640 --> 00:46:45.480]   but indeed, the cleanest way is to actually,
[00:46:45.480 --> 00:46:47.920]   really cool down your sensor, and actually,
[00:46:47.920 --> 00:46:52.160]   high quality in observatories and so on,
[00:46:52.160 --> 00:46:54.720]   where they really want the best possible images,
[00:46:54.720 --> 00:46:58.200]   they would actually really cool down actively their sensors
[00:46:58.200 --> 00:46:59.800]   to get the best possible thing.
[00:46:59.800 --> 00:47:02.440]   It also means that a satellite in space, in outer space,
[00:47:02.440 --> 00:47:04.240]   as long as it's not in direct sunlight and so on,
[00:47:04.240 --> 00:47:06.520]   it's in pretty good shape already in general,
[00:47:06.520 --> 00:47:11.160]   because it could actually be, it would be very cold out there.
[00:47:11.160 --> 00:47:14.240]   Okay, so we'll have to break now, and resume after that.
[00:47:15.320 --> 00:47:17.280]   Okay, so we'll continue.
[00:47:17.280 --> 00:47:23.440]   Maybe also hear something that's kind of interesting,
[00:47:23.440 --> 00:47:30.400]   is this is now about wavelength,
[00:47:30.400 --> 00:47:34.600]   proper wavelengths of the light,
[00:47:34.600 --> 00:47:38.000]   which ranges visible to the human eye,
[00:47:38.000 --> 00:47:43.000]   is about here, about 500 to 700 or so,
[00:47:45.000 --> 00:47:47.600]   so that the eyes can kind of see the light well.
[00:47:47.600 --> 00:47:51.640]   Within that we'll see, we have like three different ways to,
[00:47:51.640 --> 00:47:53.760]   we can perceive three different shades here,
[00:47:53.760 --> 00:47:55.080]   red, green and blue kind of.
[00:47:55.080 --> 00:47:59.520]   CCDs actually perceive light in a much larger area,
[00:47:59.520 --> 00:48:03.320]   and actually also can be actually very, very effective
[00:48:03.320 --> 00:48:07.600]   in terms of efficiency of picking up even all the way
[00:48:07.600 --> 00:48:12.600]   to single photons, so the efficiency of conversion
[00:48:13.520 --> 00:48:15.880]   photons to electrons is very high.
[00:48:15.880 --> 00:48:22.440]   Anyway, so also now that more and more sensors
[00:48:22.440 --> 00:48:26.520]   actually not CCDs, this was more in the past,
[00:48:26.520 --> 00:48:29.840]   now it's mostly all CMOS sensors,
[00:48:29.840 --> 00:48:31.560]   it's actually the same technology,
[00:48:31.560 --> 00:48:34.720]   or the same intrinsically same sensor element,
[00:48:34.720 --> 00:48:37.280]   so essentially photo diodes that will convert
[00:48:37.280 --> 00:48:42.200]   incoming photons into electrons.
[00:48:43.120 --> 00:48:48.120]   With the CMOS, each photo sensor has its own amplifier,
[00:48:48.120 --> 00:48:51.960]   here also there is a need to reduce,
[00:48:51.960 --> 00:48:56.280]   to subtracting a black image, also in the sense of,
[00:48:56.280 --> 00:48:59.880]   so there is a pattern of noise that's fixed,
[00:48:59.880 --> 00:49:01.840]   that you can actually remove.
[00:49:01.840 --> 00:49:08.560]   In the past, it also had lower sensitivity,
[00:49:10.080 --> 00:49:13.640]   because around every pixel you need a bit of electronics,
[00:49:13.640 --> 00:49:15.800]   and so in particular the higher the resolution you made,
[00:49:15.800 --> 00:49:19.320]   the more space this was taking on the sensor area.
[00:49:19.320 --> 00:49:23.320]   I think now as far as I understand,
[00:49:23.320 --> 00:49:25.520]   they actually, they change the process around,
[00:49:25.520 --> 00:49:30.520]   and they actually do it in a way that they,
[00:49:30.520 --> 00:49:33.840]   but all the electronics on one side,
[00:49:33.840 --> 00:49:35.840]   and then actually flip it,
[00:49:35.840 --> 00:49:37.680]   put stuff on top and then flip it around,
[00:49:37.680 --> 00:49:41.320]   and then shave away everything up to the sensor,
[00:49:41.320 --> 00:49:44.760]   and that way actually can have a close 200% fill rate.
[00:49:44.760 --> 00:49:48.400]   So you don't need space next to the pixel anymore,
[00:49:48.400 --> 00:49:51.960]   to handle all of the rest,
[00:49:51.960 --> 00:49:53.920]   but you can actually have that simply,
[00:49:53.920 --> 00:49:59.640]   by flipping the, literally flipping the chip around,
[00:49:59.640 --> 00:50:00.600]   and then scraping around,
[00:50:00.600 --> 00:50:02.520]   and having the light sense the area
[00:50:02.520 --> 00:50:04.600]   really from the other side of the chip,
[00:50:04.600 --> 00:50:08.640]   they can actually avoid that particular problem.
[00:50:08.640 --> 00:50:13.560]   And of course, because this standard CMOS technology,
[00:50:13.560 --> 00:50:15.240]   you can actually put on the same chip,
[00:50:15.240 --> 00:50:17.440]   you could actually put lots of other
[00:50:17.440 --> 00:50:19.780]   digital electronics, essentially.
[00:50:19.780 --> 00:50:23.160]   And by the way, this is already a wild back,
[00:50:23.160 --> 00:50:26.840]   but essentially CMOS chips can go to very high resolutions.
[00:50:26.840 --> 00:50:33.640]   Here's a little bit of a comparison.
[00:50:34.640 --> 00:50:38.080]   In particular, this is cheaper,
[00:50:38.080 --> 00:50:41.640]   because it doesn't need its own chip processing facility,
[00:50:41.640 --> 00:50:43.840]   that is made custom for CCDs,
[00:50:43.840 --> 00:50:48.520]   because they had kind of different electronics.
[00:50:48.520 --> 00:50:51.160]   It's just standard lines.
[00:50:51.160 --> 00:50:57.040]   It's lower power, because this transfer actually of charges,
[00:50:57.040 --> 00:50:58.760]   to read out the image,
[00:50:58.760 --> 00:51:00.840]   you have to trend and get a certain voltage
[00:51:00.840 --> 00:51:02.000]   over the whole line.
[00:51:02.000 --> 00:51:05.000]   Those kind of issues disappear, so it's lower power.
[00:51:05.000 --> 00:51:06.040]   It's a little bit less sensitive,
[00:51:06.040 --> 00:51:10.160]   but you have a lot more flexibility,
[00:51:10.160 --> 00:51:12.340]   essentially, with this technology.
[00:51:12.340 --> 00:51:16.880]   Also, potentially, if you do per pixel amplification,
[00:51:16.880 --> 00:51:20.720]   you can better handle high dynamic range images.
[00:51:20.720 --> 00:51:24.720]   We'll discuss later, kind of really,
[00:51:24.720 --> 00:51:26.360]   what the issue is with range,
[00:51:26.360 --> 00:51:28.600]   but essentially, because you can only have,
[00:51:28.600 --> 00:51:30.040]   if you have one common,
[00:51:31.960 --> 00:51:33.680]   amplification of the whole image,
[00:51:33.680 --> 00:51:36.840]   and you have, let's say, only eight bits
[00:51:36.840 --> 00:51:37.920]   to represent your image,
[00:51:37.920 --> 00:51:39.840]   then you're stuck, essentially,
[00:51:39.840 --> 00:51:43.560]   either having this be white and seeing something here,
[00:51:43.560 --> 00:51:48.560]   or vice versa, having contrast here,
[00:51:48.560 --> 00:51:50.680]   but then all of this will just be black,
[00:51:50.680 --> 00:51:52.320]   will be zero value, essentially.
[00:51:52.320 --> 00:51:56.600]   There, you can actually do better.
[00:51:56.600 --> 00:51:59.960]   They also issue with CMOS sensors.
[00:51:59.960 --> 00:52:00.960]   Here's kind of one example
[00:52:00.960 --> 00:52:02.640]   of what you get with CMOS sensors.
[00:52:02.640 --> 00:52:07.280]   This is actually because CMOS sensors, typically,
[00:52:07.280 --> 00:52:10.840]   it's not strictly needed, but most CMOS sensors,
[00:52:10.840 --> 00:52:16.520]   where is the cursor, here we go, have rolling shutter.
[00:52:16.520 --> 00:52:18.800]   Okay, so what is rolling shutter?
[00:52:18.800 --> 00:52:20.280]   It essentially means that,
[00:52:20.280 --> 00:52:24.960]   to keep the, to in particular,
[00:52:24.960 --> 00:52:27.360]   make the chip really cheap and everything,
[00:52:27.360 --> 00:52:29.520]   the way it works is that,
[00:52:29.520 --> 00:52:33.040]   they're actually never stopping to integrate on the chip.
[00:52:33.040 --> 00:52:35.480]   So the chip is actually always photosensitive,
[00:52:35.480 --> 00:52:39.080]   so there's no shutter in front.
[00:52:39.080 --> 00:52:40.640]   It always has light coming in.
[00:52:40.640 --> 00:52:44.240]   The light always gets transformed into incoming light,
[00:52:44.240 --> 00:52:47.400]   gets transformed from, you know, into electrons.
[00:52:47.400 --> 00:52:49.520]   The only thing that happens is that every once in a while,
[00:52:49.520 --> 00:52:51.920]   you say, okay, flush everything you have now,
[00:52:51.920 --> 00:52:54.040]   so you clear the line,
[00:52:54.040 --> 00:52:55.520]   so you flush all the electrons that are there,
[00:52:55.520 --> 00:52:57.080]   you reset the line,
[00:52:57.080 --> 00:52:59.800]   and then you restart accumulating from that point on.
[00:52:59.800 --> 00:53:01.360]   And then at another point in time,
[00:53:01.360 --> 00:53:04.520]   you can actually read out the line.
[00:53:04.520 --> 00:53:06.840]   Okay, and so this is also organized in lines,
[00:53:06.840 --> 00:53:08.800]   essentially, in scan lines.
[00:53:08.800 --> 00:53:10.560]   For example, as you see here,
[00:53:10.560 --> 00:53:12.800]   essentially you have lines,
[00:53:12.800 --> 00:53:15.400]   and different things happen at different times,
[00:53:15.400 --> 00:53:18.200]   and that's why along the line, everything is fine,
[00:53:18.200 --> 00:53:20.640]   but across lines, you see strange distortions.
[00:53:20.640 --> 00:53:22.960]   This is because actually every line is read out
[00:53:22.960 --> 00:53:24.760]   at a different point in time.
[00:53:24.760 --> 00:53:27.640]   So if you build electronics,
[00:53:27.640 --> 00:53:29.760]   it is much simpler to build electronics
[00:53:29.760 --> 00:53:32.000]   that just reads out systematically
[00:53:32.000 --> 00:53:35.080]   at a sustained readout rate,
[00:53:35.080 --> 00:53:37.000]   meaning that, you know, for example,
[00:53:37.000 --> 00:53:40.040]   if you want to do a camera that reads
[00:53:40.040 --> 00:53:43.400]   30 images per second, right, 30 frames per second,
[00:53:43.400 --> 00:53:47.960]   then, you know, you shouldn't over dimension
[00:53:47.960 --> 00:53:49.440]   your readout system.
[00:53:49.440 --> 00:53:52.000]   You can take a 30th of a second to read out your image,
[00:53:52.000 --> 00:53:53.360]   right, that's gonna be the,
[00:53:53.360 --> 00:53:56.080]   that you need to have that bandwidth
[00:53:56.080 --> 00:53:59.040]   to read out at 30 images per second,
[00:53:59.040 --> 00:54:02.360]   but ideally you read really just at that fixed rate
[00:54:02.360 --> 00:54:04.640]   to achieve 30 images per second,
[00:54:04.640 --> 00:54:06.000]   you don't have to read the whole image
[00:54:06.000 --> 00:54:07.440]   in a very quick burst,
[00:54:07.440 --> 00:54:10.240]   and then, you know, wait for like,
[00:54:10.240 --> 00:54:12.800]   you know, what is it like,
[00:54:12.800 --> 00:54:14.400]   30 milliseconds, for example,
[00:54:14.400 --> 00:54:16.960]   you know, read out for three milliseconds,
[00:54:16.960 --> 00:54:20.000]   and then wait 30 milliseconds until the next frame is ready.
[00:54:20.000 --> 00:54:22.000]   The way you actually, that these chips do it
[00:54:22.000 --> 00:54:24.040]   is they just read out, you know,
[00:54:24.040 --> 00:54:26.280]   at their rhythm, line per line,
[00:54:26.280 --> 00:54:27.760]   until they're at the bottom of the image,
[00:54:27.760 --> 00:54:28.840]   and then they go back to the top,
[00:54:28.840 --> 00:54:30.280]   and they start reading out again.
[00:54:30.280 --> 00:54:33.160]   And then how do they do to have the right amount of exposure?
[00:54:33.160 --> 00:54:35.400]   Well, they just reset the line,
[00:54:35.400 --> 00:54:38.040]   you know, the amount of time exposure they want
[00:54:38.040 --> 00:54:40.840]   before they are going to read out the line.
[00:54:40.840 --> 00:54:43.720]   So essentially, as you read out the line,
[00:54:43.720 --> 00:54:46.200]   there's like, in front of it, there's a reset going on,
[00:54:46.200 --> 00:54:48.840]   and so you reset this line, you read out this line,
[00:54:48.840 --> 00:54:50.720]   and then, you know, you move down,
[00:54:50.720 --> 00:54:53.200]   and this amount of time between the two,
[00:54:53.200 --> 00:54:55.720]   you know, will mean that every line is exposed
[00:54:55.720 --> 00:54:57.120]   by that amount of time, essentially,
[00:54:57.120 --> 00:54:58.920]   it takes to travel from here to here, right,
[00:54:58.920 --> 00:55:01.280]   over that distance, essentially.
[00:55:01.280 --> 00:55:02.920]   Yeah, in that way, you can have a system
[00:55:02.920 --> 00:55:05.160]   that just very regularly just reads out pixels
[00:55:05.160 --> 00:55:07.800]   at a fixed constant bandwidth,
[00:55:07.800 --> 00:55:10.440]   you know, rate of reading pixels, essentially.
[00:55:10.440 --> 00:55:14.120]   So that's very cheap, makes the electronics simple,
[00:55:14.120 --> 00:55:16.720]   et cetera, et cetera, all very regular processing,
[00:55:16.720 --> 00:55:19.120]   but, you know, if you move quickly with your camera
[00:55:19.120 --> 00:55:20.720]   while this process is happening,
[00:55:20.720 --> 00:55:23.680]   then this is kind of what it can look like, okay?
[00:55:23.680 --> 00:55:27.560]   Especially with things, you know, here, the helicopter,
[00:55:27.560 --> 00:55:29.360]   you see a nice picture of the helicopter, or less,
[00:55:29.360 --> 00:55:32.200]   but the things that move really fast, you know,
[00:55:32.200 --> 00:55:35.320]   essentially have significant motion between scan lines,
[00:55:35.320 --> 00:55:38.600]   or, you know, across part of the time it takes
[00:55:38.600 --> 00:55:41.200]   to read out this part of the image,
[00:55:41.200 --> 00:55:43.760]   you already have a lot of motion of the,
[00:55:43.760 --> 00:55:47.720]   of this part of the helicopter here,
[00:55:47.720 --> 00:55:51.880]   then it's, you know, you get funny effects here.
[00:55:51.880 --> 00:55:55.760]   And also here, when you have a lightning,
[00:55:55.760 --> 00:55:58.040]   this can also create funny effects.
[00:55:58.040 --> 00:56:01.160]   I think I should have something to,
[00:56:01.160 --> 00:56:02.480]   an example to show here.
[00:56:02.480 --> 00:56:09.000]   Okay, I think this is actually nice here.
[00:56:09.000 --> 00:56:09.840]   - I'd like to show you around
[00:56:09.840 --> 00:56:11.600]   our new plugin, Rowling Shutter.
[00:56:11.600 --> 00:56:14.180]   (upbeat music)
[00:56:14.180 --> 00:56:16.760]   (upbeat music)
[00:56:16.760 --> 00:56:21.620]   - It's designed to help correct skewing distortion
[00:56:21.620 --> 00:56:25.220]   that Seamoth chip in some modern digital cameras can create.
[00:56:25.220 --> 00:56:27.140]   - The problem arises, because there's a slight delay
[00:56:27.140 --> 00:56:30.220]   between the camera recording top and the bottom of the picture.
[00:56:30.220 --> 00:56:32.220]   This time difference means that movement in the scene
[00:56:32.220 --> 00:56:33.380]   can end up distorted.
[00:56:33.380 --> 00:56:35.940]   You can see the trouble here in a shot
[00:56:35.940 --> 00:56:38.380]   where the camera is panning sideways.
[00:56:38.380 --> 00:56:40.620]   Not only can it look hot, but it makes shots
[00:56:40.620 --> 00:56:42.460]   difficult or time consuming to track.
[00:56:43.500 --> 00:56:45.940]   Our plugin, available for after effects and new,
[00:56:45.940 --> 00:56:47.460]   attempts to correct for this distortion
[00:56:47.460 --> 00:56:49.300]   by working out motion in the scene
[00:56:49.300 --> 00:56:52.300]   and sliding objects back into their proper place.
[00:56:52.300 --> 00:56:53.940]   Being able to correct for this not only helps
[00:56:53.940 --> 00:56:55.820]   the look of the shot, but it can also allow you
[00:56:55.820 --> 00:56:58.620]   to extract the camera from a previously untrackable shot.
[00:56:58.620 --> 00:57:03.620]   Unlike some other global solutions,
[00:57:03.620 --> 00:57:05.300]   our technology allows us to look at each
[00:57:05.300 --> 00:57:07.700]   of the moving objects in the scene individually
[00:57:07.700 --> 00:57:09.500]   and move them back to the right place
[00:57:09.500 --> 00:57:12.900]   rather than applying the motion blur here.
[00:57:12.900 --> 00:57:14.980]   This stops any objects that weren't actually moving
[00:57:14.980 --> 00:57:16.900]   relative to the camera being distorted
[00:57:16.900 --> 00:57:18.380]   by the correction process.
[00:57:18.380 --> 00:57:24.100]   The main piece of information you need
[00:57:24.100 --> 00:57:26.180]   in order to use the plugin is how much lag
[00:57:26.180 --> 00:57:28.300]   there is in your camera.
[00:57:28.300 --> 00:57:31.900]   The easiest way to work this out is to film a little test shot
[00:57:31.900 --> 00:57:33.620]   where you pan your camera around the scene
[00:57:33.620 --> 00:57:35.660]   with some quite strong vertical edges,
[00:57:35.660 --> 00:57:36.900]   maybe a wall or a door.
[00:57:36.900 --> 00:57:40.580]   You simply apply the plugin and adjust the--
[00:57:40.580 --> 00:57:43.020]   Okay, anyways, that's good enough.
[00:57:43.020 --> 00:57:46.420]   But that gives you an idea of those kind of problems.
[00:57:46.420 --> 00:57:48.220]   You can actually have fun with this.
[00:57:48.220 --> 00:57:52.460]   If you wanna give it a try with your phone,
[00:57:52.460 --> 00:57:53.700]   then you can try it, I don't know exactly
[00:57:53.700 --> 00:57:55.380]   in what orientation.
[00:57:55.380 --> 00:57:58.060]   You can actually try both, take a video like this
[00:57:58.060 --> 00:57:59.820]   and a video like that as you are in the tram
[00:57:59.820 --> 00:58:01.940]   and you watch out of the window
[00:58:01.940 --> 00:58:04.860]   and just record a video as the tram moves by
[00:58:04.860 --> 00:58:08.260]   and look at the video and you'll see essentially things
[00:58:08.260 --> 00:58:12.020]   at different angles as you do that.
[00:58:12.020 --> 00:58:14.060]   - Is there already such a correction
[00:58:14.060 --> 00:58:16.900]   in when the mobile phone takes the video
[00:58:16.900 --> 00:58:19.300]   because of some pre-built model or something?
[00:58:19.300 --> 00:58:22.340]   - Not that I know, actually, no.
[00:58:22.340 --> 00:58:23.700]   Not that I know.
[00:58:23.700 --> 00:58:25.980]   There might be, you know, they keep putting new things
[00:58:25.980 --> 00:58:27.980]   in all the time, but I don't think so.
[00:58:27.980 --> 00:58:32.620]   What's actually interesting is that
[00:58:32.620 --> 00:58:35.660]   because things that are close to you
[00:58:37.420 --> 00:58:40.980]   visually move faster than things that are further away,
[00:58:40.980 --> 00:58:43.180]   you will actually, as you film like that,
[00:58:43.180 --> 00:58:44.820]   and if you have the right orientation
[00:58:44.820 --> 00:58:49.820]   so that essentially your readout is kind of vertical.
[00:58:49.820 --> 00:58:53.500]   So try both, but one of the two should definitely do that.
[00:58:53.500 --> 00:58:56.900]   If you record a video and you watch at a still frame then,
[00:58:56.900 --> 00:58:59.140]   you will actually see that things closer
[00:58:59.140 --> 00:59:02.980]   will be more tilted than things further away, for example.
[00:59:02.980 --> 00:59:05.340]   Because the things close by move fast
[00:59:05.340 --> 00:59:07.700]   while the things far away are much more stable
[00:59:07.700 --> 00:59:10.700]   as you kind of, you know, just go like this in the tram,
[00:59:10.700 --> 00:59:12.940]   past the facades or past the things.
[00:59:12.940 --> 00:59:15.780]   Anyway, something to homework if you want,
[00:59:15.780 --> 00:59:17.140]   or on the way homework.
[00:59:17.140 --> 00:59:22.820]   Okay, so here's another type of camera.
[00:59:22.820 --> 00:59:26.620]   So we mostly will look at frame-based cameras,
[00:59:26.620 --> 00:59:30.300]   but I also wanted to briefly show you here the DVS camera,
[00:59:30.300 --> 00:59:32.700]   which is an event-based camera,
[00:59:32.700 --> 00:59:34.900]   which is actually, and I think I mentioned it,
[00:59:35.900 --> 00:59:39.540]   on Tuesday is a human-inspired,
[00:59:39.540 --> 00:59:43.500]   human-eye-inspired camera.
